Date,InvoiceNo,ProductCode,ProductName,ProductId,Qty,Discount,NetValue,Brand,CustomerCategory,ProductCategory,Route,RepId,RepCode,RepName,CustomerCode,CustomerName,ASM,RSM,Distributor,Type
2025-04-28,KALREP018/SIN/54,FIG010,"Aloka 50 Exotic Flora",10,420.00,31.25,11550.00,Samindu,C1,"Aloka 50","nilavanai to koddai kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000138,"Ptk Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-28,KALREP018/SIN/54,FIG008,"Aloka 50 Garden Flora",8,120.00,31.25,3300.00,Samindu,C1,"Aloka 50","nilavanai to koddai kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000138,"Ptk Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-28,KALREP018/SIN/54,FIG007,"Aloka 50 Tropical Flora",7,180.00,31.25,4950.00,Samindu,C1,"Aloka 50","nilavanai to koddai kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000138,"Ptk Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-28,KALREP018/SIN/53,FIG011,"Aloka 50 Wild Blossom",11,36.00,31.25,990.00,Samindu,C1,"Aloka 50","nilavanai to koddai kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000137,"Manor Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-28,KALREP018/SIN/53,FIG010,"Aloka 50 Exotic Flora",10,24.00,31.25,660.00,Samindu,C1,"Aloka 50","nilavanai to koddai kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000137,"Manor Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-28,KALREP018/SIN/53,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50","nilavanai to koddai kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000137,"Manor Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-28,BATREP017/SIN/127,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000145,"Manogaran St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/126,FIG043,"Aloka 120 Red 2in1",42,6.00,25.00,432.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000141,"Mukilan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/125,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000144,"Puliyadi St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/124,FIG044,"Aloka 200 4in1",43,6.00,25.00,720.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000149,"Sathiyan Multi Shop",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/123,FIG043,"Aloka 120 Red 2in1",42,6.00,25.00,432.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000139,"Murugan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/122,FIG043,"Aloka 120 Red 2in1",42,12.00,25.00,864.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000323,"Maki St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/121,FIG044,"Aloka 200 4in1",43,6.00,25.00,720.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000148,"Raya Rathan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/120,FIG038,"Sri Sambrani",37,288.00,31.25,12672.00,Samindu,C1,"Incense Powder",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000322,"Sathees Stores ",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/119,FIG044,"Aloka 200 4in1",43,6.00,25.00,720.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000152,"Vinotha St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,DB017RTN000004,FIG010,"Aloka 50 Exotic Flora",10,360.00,0.00,14400.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000259,"J. J. St",ASM,RSM,Proshan_Batticlo,return
2025-04-28,DB017RTN000004,FIG009,"Aloka 50 Floral Bliss",9,420.00,0.00,16800.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000259,"J. J. St",ASM,RSM,Proshan_Batticlo,return
2025-04-28,DB017RTN000004,FIG011,"Aloka 50 Wild Blossom",11,120.00,0.00,4800.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000259,"J. J. St",ASM,RSM,Proshan_Batticlo,return
2025-04-28,BATREP017/SIN/118,FIG008,"Aloka 50 Garden Flora",8,900.00,0.00,36000.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000259,"J. J. St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/117,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000155,"Kanthasami St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/116,FIG011,"Aloka 50 Wild Blossom",11,24.00,25.00,720.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000156,"Nishanthan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/116,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000156,"Nishanthan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/116,FIG008,"Aloka 50 Garden Flora",8,24.00,25.00,720.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000156,"Nishanthan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/115,FIG043,"Aloka 120 Red 2in1",42,12.00,25.00,864.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000151,"N. S Multi Shop ",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/115,FIG038,"Sri Sambrani",37,12.00,25.00,576.00,Samindu,C1,"Incense Powder",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000151,"N. S Multi Shop ",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/114,FIG038,"Sri Sambrani",37,25.00,25.00,1200.00,Samindu,C1,"Incense Powder",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000147,Thilakshan,ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/114,FIG023,"Sri Lotus",23,12.00,25.00,720.00,Samindu,C1,"Sri Range",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000147,Thilakshan,ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/114,FIG011,"Aloka 50 Wild Blossom",11,24.00,31.25,660.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000147,Thilakshan,ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/114,FIG010,"Aloka 50 Exotic Flora",10,24.00,31.25,660.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000147,Thilakshan,ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/114,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000147,Thilakshan,ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/113,FIG011,"Aloka 50 Wild Blossom",11,24.00,31.25,660.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000138,"Riyi St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/113,FIG010,"Aloka 50 Exotic Flora",10,24.00,31.25,660.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000138,"Riyi St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/113,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50",Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000138,"Riyi St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,BATREP017/SIN/112,FIG044,"Aloka 200 4in1",43,6.00,25.00,720.00,Samindu,C1,Aloka,Unnichchai,47,BATREP017,"Baticalo Rep 17",BATREP017-000134,"Murugan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-28,OMI2REP016/SIN/22,FIG020,"Samindu Jesmin 3in1",20,12.00,31.25,990.00,Samindu,C1,"Luxury Range",Palaly,45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000140,"New Krishna Store",ASM,RSM,Proshan_Omini02,sales
2025-04-28,OMI2REP016/SIN/22,FIG011,"Aloka 50 Wild Blossom",11,12.00,31.25,330.00,Samindu,C1,"Aloka 50",Palaly,45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000140,"New Krishna Store",ASM,RSM,Proshan_Omini02,sales
2025-04-27,AWIREP006/SIN/80,FIG040,"Samindu Pichchamal",39,12.00,12.50,840.00,Samindu,C1,Pichchamal,"RUWANWELLA TO URAPOLA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000157,"Mahinda Elawalu Kade",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-27,BATREP017/SIN/111,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000274,"Jekan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/110,FIG038,"Sri Sambrani",37,10.00,25.00,480.00,Samindu,C1,"Incense Powder","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000270,"Thevi St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/109,FIG044,"Aloka 200 4in1",43,144.00,31.25,15840.00,Samindu,C1,Aloka,Batticaloa,47,BATREP017,"Baticalo Rep 17",BATREP017-000321,"Navathaniya St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG043,"Aloka 120 Red 2in1",42,12.00,25.00,864.00,Samindu,C1,Aloka,"Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG038,"Sri Sambrani",37,25.00,25.00,1200.00,Samindu,C1,"Incense Powder","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG023,"Sri Lotus",23,12.00,18.75,780.00,Samindu,C1,"Sri Range","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG009,"Aloka 50 Floral Bliss",9,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/108,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000320,"Kuhan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/107,FIG038,"Sri Sambrani",37,125.00,34.00,5280.00,Samindu,C1,"Incense Powder","Chenkalady to Sathurukondan",47,BATREP017,"Baticalo Rep 17",BATREP017-000114,"Varun St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/106,FIG043,"Aloka 120 Red 2in1",42,6.00,25.00,432.00,Samindu,C1,Aloka,"Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000284,"Kokila St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/105,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000310,"Achu Multi Stores",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/104,FIG023,"Sri Lotus",23,12.00,25.00,720.00,Samindu,C1,"Sri Range","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000267,"Thashvin St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/103,FIG038,"Sri Sambrani",37,9.00,25.00,432.00,Samindu,C1,"Incense Powder","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000265,"Santhosh St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/102,FIG043,"Aloka 120 Red 2in1",42,6.00,25.00,432.00,Samindu,C1,Aloka,"Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000261,"Punithan St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/101,FIG038,"Sri Sambrani",37,6.00,25.00,288.00,Samindu,C1,"Incense Powder","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000260,"Niranjani St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,KAKREP010/SIN/168,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000153,"Dilakshi Storse ",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/167,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000151,"Nethmi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/167,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000151,"Nethmi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/166,FIG044,"Aloka 200 4in1",43,6.00,12.50,840.00,Samindu,C1,Aloka,"kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000150,"Amila Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/165,FIG026,"Sri Frangipani",26,12.00,6.25,900.00,Samindu,C1,"Sri Range","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000271,"R B Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/164,FIG027,"Sri Sandalwood",27,12.00,6.25,900.00,Samindu,C1,"Sri Range","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000146,"Vinara Food City",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/163,FIG044,"Aloka 200 4in1",43,14.00,12.50,1960.00,Samindu,C1,Aloka,"kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000165,"M. S Textile",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/163,FIG024,"Sri Rose",24,12.00,6.25,900.00,Samindu,C1,"Sri Range","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000165,"M. S Textile",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/162,FIG028,"Sri Jesmin",28,12.00,6.25,900.00,Samindu,C1,"Sri Range","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000145,"New Tea Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/161,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000144,"Kanthi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/161,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000144,"Kanthi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/161,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000144,"Kanthi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,BATREP017/SIN/100,FIG038,"Sri Sambrani",37,25.00,25.00,1200.00,Samindu,C1,"Incense Powder","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000268,"Sathu St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/100,FIG044,"Aloka 200 4in1",43,24.00,25.00,2880.00,Samindu,C1,Aloka,"Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000268,"Sathu St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/100,FIG043,"Aloka 120 Red 2in1",42,12.00,25.00,864.00,Samindu,C1,Aloka,"Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000268,"Sathu St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/100,FIG010,"Aloka 50 Exotic Flora",10,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000268,"Sathu St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/100,FIG009,"Aloka 50 Floral Bliss",9,12.00,31.25,330.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000268,"Sathu St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,BATREP017/SIN/100,FIG008,"Aloka 50 Garden Flora",8,48.00,31.25,1320.00,Samindu,C1,"Aloka 50","Iruthayapuram to Pannichaiyadi",47,BATREP017,"Baticalo Rep 17",BATREP017-000268,"Sathu St",ASM,RSM,Proshan_Batticlo,sales
2025-04-27,KAKREP010/SIN/160,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000142,"Senarathna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,KAKREP010/SIN/159,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kakirawa to adagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000143,"Munasinghe Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-27,AWIREP006/SIN/79,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","RUWANWELLA TO URAPOLA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000154,"Nihal Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-27,AWIREP006/SIN/78,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","RUWANWELLA TO URAPOLA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000153,"Janidu Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/77,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000101,"Animal Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/77,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000101,"Animal Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/77,FIG007,"Aloka 50 Tropical Flora",7,12.00,12.50,420.00,Samindu,C1,"Aloka 50","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000101,"Animal Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/77,FIG002,"Samindu 30 Royal Bouqet",2,36.00,9.72,780.02,Samindu,C1,"Samindu 30","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000101,"Animal Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/76,FIG021,"Samindu Six'O Premium",21,12.00,6.25,1350.00,Samindu,C1,"Luxury Range","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000100,"Lalith Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/75,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000092,"Lalith Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,AWIREP006/SIN/74,FIG002,"Samindu 30 Royal Bouqet",2,12.00,9.72,260.01,Samindu,C1,"Samindu 30","KARAWANELLA TO YATIYANTHOTA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000091,"India Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-26,KALREP018/SIN/52,FIG010,"Aloka 50 Exotic Flora",10,1080.00,37.50,27000.00,Samindu,C1,"Aloka 50","pandiruppu to kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000099,"Sri Krishna A Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/52,FIG008,"Aloka 50 Garden Flora",8,1260.00,37.50,31500.00,Samindu,C1,"Aloka 50","pandiruppu to kallar",49,KALREP018,"Kalmunai Rep 18",KALREP018-000099,"Sri Krishna A Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/51,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000167,"Pirani Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/50,FIG009,"Aloka 50 Floral Bliss",9,24.00,25.00,720.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000165,"Goal Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/49,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000164,"Sarashwathi Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/48,FIG023,"Sri Lotus",23,12.00,25.00,720.00,Samindu,C1,"Sri Range","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000174,"Suthakar Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/47,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000171,"Kannaki Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/46,FIG038,"Sri Sambrani",37,5.00,25.00,240.00,Samindu,C1,"Incense Powder","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000156,"David Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/45,FIG010,"Aloka 50 Exotic Flora",10,12.00,31.25,330.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000172,"Asp Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/45,FIG009,"Aloka 50 Floral Bliss",9,12.00,31.25,330.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000172,"Asp Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/45,FIG008,"Aloka 50 Garden Flora",8,204.00,31.25,5610.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000172,"Asp Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KALREP018/SIN/45,FIG007,"Aloka 50 Tropical Flora",7,12.00,31.25,330.00,Samindu,C1,"Aloka 50","viramunai to malvaththa",49,KALREP018,"Kalmunai Rep 18",KALREP018-000172,"Asp Store ",ASM,RSM,Proshan_Kalmune,sales
2025-04-26,KAKREP010/SIN/158,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","Galenbidunuwawa to dutuwawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000201,"Saliya Palathuru Kade",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
